CONCEPT	DOCULECT	IPA	ID
eye	Old_Telugu	kanːu	332
eye	Old_Malayalam	kaɳːə	333
eye	Old_Tamil	kaɳ	334
nose	Georgian	t͡sxʷiɾi	335
nose	Old_Kannada	muːɡu	336
nose	Old_Telugu	mʊkːu	337
nose	Old_Malayalam	muːkːə	338
nose	Old_Tamil	muːkːu	339
mouth	Georgian	pʼiɾi	340
mouth	Old_Kannada	baːj	341
mouth	Old_Telugu	noːɾu	342
mouth	Old_Malayalam	ʋaːja	343
mouth	Old_Tamil	ʋaːj	344
tooth	Georgian	kʼbili	345
tooth	Old_Kannada	pal	346
tooth	Old_Telugu	panːu	347
tooth	Old_Malayalam	palːə	348
tooth	Old_Tamil	pal	349
tongue (organ)	Georgian	ena	350
tongue (organ)	Old_Kannada	naːlaɡe	351
tongue (organ)	Old_Telugu	naːlʊka	352
tongue (organ)	Old_Malayalam	n̪aːkːə	353
tongue (organ)	Old_Tamil	n̪aːʋu	354
fingernail	Georgian	pʰɾt͡ʃʰχili	355
fingernail	Old_Kannada	uɡuɾ	356
fingernail	Old_Telugu	ɡoːɾu	357
fingernail	Old_Tamil	ukiɾ	358
foot	Georgian	tʼeɾpʰi	359
foot	Old_Kannada	aɖi	360
foot	Old_Telugu	aɖʊɡu	361
foot	Old_Malayalam	aʈi	362
foot	Old_Tamil	aʈi	363
leg	Georgian	pʰeχi	364
leg	Old_Kannada	kaːl	365
leg	Old_Telugu	kaːlu	366
leg	Old_Malayalam	kaːlə	367
leg	Old_Tamil	kaːl	368
knee	Georgian	muχli	369
knee	Old_Kannada	maɳɖi	370
knee	Old_Telugu	mroː-	371
knee	Old_Malayalam	muʈːə	372
knee	Old_Tamil	muːʈːu	373
hand	Georgian	χeli	374
hand	Old_Kannada	kaɪ	375
hand	Old_Telugu	t͡ʃeːji	376
hand	Old_Malayalam	kai̯	377
hand	Old_Tamil	kaj	378
wing	Georgian	pʰɾtʰa	379
wing	Old_Kannada	rekːe	380
wing	Old_Telugu	rekːa	381
wing	Old_Malayalam	t͡ʃirakə	382
wing	Old_Tamil	irakːaj	383
guts	Georgian	nat͡sʼɫavi	384
guts	Old_Kannada	ket͡ʃːu	385
guts	Old_Telugu	pɾeːɡu	386
guts	Old_Malayalam	kuʈal	387
guts	Old_Tamil	kuʈal	388
neck	Georgian	kʼiseɾi	389
neck	Old_Kannada	kat̪ːu	390
neck	Old_Telugu	meɖa	391
neck	Old_Malayalam	kaɻut̪ːə	392
neck	Old_Tamil	kaɻut̪ːu	393
back	Georgian	zuɾɡi	394
back	Old_Kannada	benːu	395
back	Old_Telugu	ʋenːu	396
back	Old_Malayalam	puram	397
back	Old_Tamil	puram	398
heart	Georgian	ɡuli	399
heart	Old_Kannada	ɡuɳɖiɡe	400
heart	Old_Telugu	ɡʊɳɖe	401
heart	Old_Malayalam	n̪eɲt͡ʃakam	402
heart	Old_Tamil	n̪eɲt͡ʃam	403
liver	Georgian	ɣʷid͡zli	404
liver	Old_Kannada	iːli	405
liver	Old_Malayalam	kaɾaɭ	406
liver	Old_Tamil	iːɾal	407
to drink	Georgian	swm	408
to drink	Old_Kannada	kuɖi	409
to drink	Old_Telugu	t̪ɾaːɡu	410
to drink	Old_Malayalam	kuʈi	411
to drink	Old_Tamil	kuʈi	412
to eat	Georgian	t͡ʃʼam	413
to eat	Old_Kannada	t̪ɪnu	414
to eat	Old_Telugu	t̪ɪnu	415
to eat	Old_Malayalam	t̪in̪ːu	416
to eat	Old_Tamil	uɳ	417
to bite	Georgian	kʼben	418
to bite	Old_Kannada	kaɖi	419
to bite	Old_Telugu	korʊku	420
to bite	Old_Malayalam	kaʈi	421
to bite	Old_Tamil	kaʈi	422
to spit	Georgian	pʰuɾtʰχva	423
to spit	Old_Kannada	uɡuɭu	424
to spit	Old_Telugu	umːu	425
to spit	Old_Malayalam	t̪upːu	426
to spit	Old_Tamil	t̪upːu	427
to vomit	Georgian	ɾt͡sʼχʼev	428
to vomit	Old_Kannada	kaːru	429
to vomit	Old_Telugu	kakːu	430
to vomit	Old_Malayalam	t͡ʃʰar	431
to vomit	Old_Tamil	kakːu	432
to see	Georgian	naχʷ	433
to see	Old_Kannada	noːɖu	434
to see	Old_Telugu	t͡ʃuːɖu	435
to see	Old_Malayalam	kaːɳu	436
to see	Old_Tamil	kaːɳ	437
to hear	Georgian	smen	438
to hear	Old_Kannada	keːɭ	439
to hear	Old_Telugu	ʋɪnu	440
