CONCEPT	DOCULECT	IPA	ID
stone	Pali	ɐsɐmɐ	410
stone	Middle_Persian	sang	411
sand	Sanskrit	pɑ̃ː.su	412
sand	Pali	sikɐt̪aː	413
sand	Middle_Persian	ɾe:g	414
dust	Sanskrit	ɾeɳu	415
dust	Pali	reɳu	416
dust	Middle_Persian	gaɾd	417
earth	Sanskrit	mr̩d̪	418
earth	Pali	bʱuːmi	419
earth	Middle_Persian	xɑ:k	420
cloud	Sanskrit	meːɡʱɐ	421
cloud	Pali	meɡʱɐ	422
cloud	Middle_Persian	abɾ	423
fog	Sanskrit	miɦ	424
fog	Pali	mɐɦikaː	425
fog	Middle_Persian	mih	426
sky	Sanskrit	aːkaːʃɐ	427
sky	Pali	ɐkaːsɐ	428
sky	Middle_Persian	ɑ:smɑ:n	429
snow	Sanskrit	ɦimɐ	430
snow	Pali	ɦimɐ	431
snow	Middle_Persian	wafɾ	432
ice	Sanskrit	ɦimɐ	433
ice	Pali	pʰaːt̪i	434
ice	Middle_Persian	jax	435
smoke	Sanskrit	d̪ʱuːmɐ	436
smoke	Pali	d̪ʱuːmɐ	437
smoke	Middle_Persian	du:d	438
fire	Sanskrit	ɐɡni	439
fire	Pali	ɐgːi	440
fire	Middle_Persian	ɑ:taxʃ	441
ash	Sanskrit	bʱɐsmɐn	442
ash	Pali	bʱɐsmɐ	443
ash	Middle_Persian	ɑ:duɾestaɾ	444
to burn	Sanskrit	d̪ɐɦt̪i	445
to burn	Pali	d̪ɐɦɐt̪i	446
to burn	Middle_Persian	so:xtan	447
road	Sanskrit	pɐt̪ʰɐ	448
road	Pali	pɐt̪ʰɐ	449
road	Middle_Persian	ɾɑ:h	450
mountain	Sanskrit	pɐɾʋɐt̪ɐ	451
mountain	Pali	pɐbːɐt̪ɐ	452
mountain	Middle_Persian	ko:f	453
red	Sanskrit	ɾɐkt̪ɐ	454
red	Pali	loɦit̪ɐ	455
red	Middle_Persian	suxɾ	456
green	Sanskrit	ɦɐɾit̪	457
green	Pali	ɦɐri	458
green	Middle_Persian	sabz	459
yellow	Sanskrit	piːt̪ɐ	460
yellow	Pali	piːt̪ɐ	461
yellow	Middle_Persian	zaɾd	462
white	Sanskrit	ʃʋet̪ɐ	463
white	Pali	sukːɐ	464
white	Middle_Persian	spe:d	465
black	Sanskrit	kr̩ʂɳɐ	466
black	Pali	kɐnɦɐ	467
black	Middle_Persian	sjɑ:	468
night	Sanskrit	ɾaːt̪ɾi	469
night	Pali	rɐt̪ːi	470
night	Middle_Persian	ʃab	471
day	Sanskrit	d̪inɐ	472
day	Pali	d̪iʋɐ	473
day	Middle_Persian	ɾo:z	474
year	Sanskrit	ʋɐtsɐɾɐ	475
year	Pali	ʋɐsːɐ	476
year	Middle_Persian	sɑ:l	477
warm	Sanskrit	t̪ɐpt̪ɐ	478
warm	Pali	ɡʱɐmːɐ	479
warm	Middle_Persian	gaɾm	480
cold	Sanskrit	ʃiːt̪ɐ	481
cold	Pali	siːt̪ɐ	482
cold	Middle_Persian	saɾd	483
full	Sanskrit	puːɾɳɐ	484
full	Pali	puɳːɐ	485
full	Middle_Persian	pur	486
new	Sanskrit	nɐʋɐ	487
new	Pali	nɐʋɐ	488
new	Middle_Persian	no:g	489
old	Sanskrit	d͡ʑiːɾɳɐ	490
old	Pali	ʋuɖʱːɐ	491
old	Middle_Persian	pi:ɾ	492
good	Sanskrit	su	493
good	Pali	bʱɐd̪ːɐkɐ	494
good	Middle_Persian	weh	495
straight	Sanskrit	r̩d͡ʑu	496
straight	Pali	udʒːu	497
straight	Middle_Persian	ɾɑ:st	498
round	Sanskrit	ʋr̩t̪ːɐ	499
round	Pali	guɭɐ	500
round	Middle_Persian	giɾd	501
sharp (as a knife)	Sanskrit	t̪iːkʂɳɐ	502
sharp (as a knife)	Pali	t̪ikʰːɐ	503
sharp (as a knife)	Middle_Persian	te:z	504
dull (as a knife)	Sanskrit	kuɳʈʰɐ	505
dull (as a knife)	Pali	kuɳt̪ʰɐ	506
dull (as a knife)	Middle_Persian	kund	507
smooth	Sanskrit	ʃlɐkʂɳɐ	508
smooth	Pali	sɐɳɦɐ	509
wet	Sanskrit	aːɾd̪ɾɐ	510
wet	Pali	ɐd̪ːɐ	511
wet	Middle_Persian	tar	512
dry	Sanskrit	ʃuʂkɐ	513
dry	Pali	sukʰːɐ	514
dry	Middle_Persian	huʃk	515
correct	Sanskrit	ʃud̪d̪ʱɐ	516
correct	Pali	ut̪u	517
correct	Middle_Persian	drust	518
near	Sanskrit	ned̪ɐ	519
near	Pali	ɐnt̪ikɐ	520
near	Middle_Persian	nazdiːk	521
far	Sanskrit	d̪uːɾɐ	522
far	Pali	d̪uːrɐ	523
far	Middle_Persian	duːɾ	524
right	Sanskrit	d̪ɐkʂiɳɐ	525
right	Pali	d̪ɐkʰiɳɐ	526
right	Middle_Persian	ɾɑ:st	527
left	Sanskrit	sɐʋjɐ	528
left	Pali	ʋaːmɐ	529
left	Middle_Persian	ho:j	530
at	Sanskrit	-i	531
at	Pali	-e	532
at	Middle_Persian	pad	533
in	Sanskrit	-i	534
in	Pali	ɐnt̪ɐrɐ	535
in	Middle_Persian	andaɾ	536
with	Sanskrit	sɐɦɐ	537
with	Pali	sɐɦɐ	538
with	Middle_Persian	abɑ:g	539
and	Sanskrit	t͡ɕɐ	540
and	Pali	tʃɐ	541
